DATE,TOT INFECTIONS,TOT DEATHS,TOT RECOVERIES,ACTIVE CASES,NEW INFECTIONS,NEW DEATHS,NEW RECOVERIES,INFECTIONS AVE.,DEATHS AV.
1-Jun-2020,293,3,194,96,8,1,5,5,0
2-Jun-2020,294,3,198,93,1,0,4,5,0
3-Jun-2020,295,3,201,91,1,0,3,3,0
4-Jun-2020,300,3,201,96,5,0,0,3,0
5-Jun-2020,305,3,221,81,5,0,20,4,0
6-Jun-2020,322,3,224,95,17,0,3,6,0
7-Jun-2020,333,3,225,105,11,0,1,7,0
8-Jun-2020,340,3,229,108,7,0,4,7,0
9-Jun-2020,371,3,232,136,31,0,3,11,0
10-Jun-2020,398,3,236,159,27,0,4,15,0
11-Jun-2020,449,3,238,208,51,0,2,21,0
12-Jun-2020,472,3,246,223,23,0,8,24,0
13-Jun-2020,486,3,247,236,14,0,1,23,0
14-Jun-2020,490,4,249,237,4,1,2,22,0
15-Jun-2020,506,4,249,253,16,0,0,24,0
16-Jun-2020,520,4,259,257,14,0,10,21,0
17-Jun-2020,563,4,262,297,43,0,3,24,0
18-Jun-2020,586,4,267,315,23,0,5,20,0
19-Jun-2020,623,4,276,343,37,0,9,22,0
20-Jun-2020,627,5,285,337,4,1,9,20,0
21-Jun-2020,635,5,285,345,8,0,0,21,0
22-Jun-2020,643,6,291,346,8,1,6,20,0
23-Jun-2020,674,7,319,348,31,1,28,22,0
24-Jun-2020,690,7,331,352,16,0,12,18,0
25-Jun-2020,706,8,347,351,16,1,16,17,1
26-Jun-2020,728,8,367,353,22,0,20,15,1
27-Jun-2020,745,8,370,367,17,0,3,17,0
28-Jun-2020,781,11,372,398,36,3,2,21,1
29-Jun-2020,795,11,380,404,14,0,8,22,1
30-Jun-2020,812,11,408,393,17,0,28,20,1
1-Jul-2020,840,11,418,411,28,0,10,21,1
2-Jul-2020,873,11,452,410,33,0,34,24,0
3-Jul-2020,909,13,515,381,36,2,63,26,1
4-Jul-2020,954,13,535,406,45,0,20,30,1
5-Jul-2020,988,13,547,428,34,0,12,30,0
6-Jul-2020,1011,13,564,434,23,0,17,31,0
7-Jul-2020,1056,14,570,472,45,1,6,35,0
8-Jul-2020,1138,14,588,536,82,0,18,43,0
9-Jul-2020,1213,17,609,587,75,3,21,49,1
10-Jul-2020,1257,18,633,606,44,1,24,50,1
11-Jul-2020,1311,18,656,637,54,0,23,51,1
12-Jul-2020,1351,20,668,663,40,2,12,52,1
13-Jul-2020,1389,20,688,681,38,0,20,54,1
14-Jul-2020,1434,20,695,719,45,0,7,54,1
15-Jul-2020,1489,20,724,745,55,0,29,50,1
16-Jul-2020,1552,21,736,795,63,1,12,48,1
17-Jul-2020,1619,21,769,829,67,0,33,52,0
18-Jul-2020,1729,21,788,920,110,0,19,60,0
19-Jul-2020,1793,21,822,950,64,0,34,63,0
20-Jul-2020,1826,23,850,953,33,2,28,62,0
21-Jul-2020,1894,24,855,1015,68,1,5,66,1
22-Jul-2020,1938,25,876,1037,44,1,21,64,1
23-Jul-2020,2021,28,882,1111,83,3,6,67,1
24-Jul-2020,2073,28,929,1116,52,0,47,65,1
25-Jul-2020,2142,28,940,1174,69,0,11,59,1
26-Jul-2020,2207,32,986,1189,65,4,46,59,2
27-Jul-2020,2316,34,1025,1257,109,2,39,70,2
28-Jul-2020,2404,39,1025,1340,88,5,0,73,2
29-Jul-2020,2551,40,1070,1441,147,1,45,88,2
30-Jul-2020,2577,40,1134,1403,26,0,64,79,2
31-Jul-2020,2648,41,1214,1393,71,1,80,82,2
1-Aug-2020,2706,43,1214,1449,58,2,0,81,2
2-Aug-2020,2775,43,1214,1518,69,0,0,81,2
3-Aug-2020,2838,45,1253,1540,63,2,39,75,2
4-Aug-2020,2856,49,1258,1549,18,4,5,65,1
5-Aug-2020,2909,53,1385,1471,53,4,127,51,2
6-Aug-2020,2968,55,1476,1437,59,2,91,56,2
7-Aug-2020,3036,56,1476,1504,68,1,0,55,2
8-Aug-2020,3128,56,1565,1507,92,0,89,60,2
9-Aug-2020,3236,58,1607,1571,108,2,42,66,2
10-Aug-2020,3309,61,1634,1614,73,3,27,67,2
11-Aug-2020,3410,63,1720,1627,101,2,86,79,2
12-Aug-2020,3525,63,1910,1552,115,0,190,88,1
13-Aug-2020,3599,65,1991,1543,74,2,81,90,1
14-Aug-2020,3670,68,1991,1611,71,3,0,91,2
15-Aug-2020,3745,69,2268,1408,75,1,277,88,2
16-Aug-2020,3839,70,2268,1501,94,1,0,86,2
17-Aug-2020,3894,73,2371,1450,55,3,103,84,2
18-Aug-2020,3989,76,2587,1326,95,3,216,83,2
19-Aug-2020,4058,79,2611,1368,69,3,24,76,2
20-Aug-2020,4110,81,2643,1386,52,2,32,73,2
21-Aug-2020,4128,81,2682,1365,18,0,39,65,2
22-Aug-2020,4189,83,2762,1344,61,2,80,63,2
23-Aug-2020,4225,85,2898,1242,36,2,136,55,2
24-Aug-2020,4304,85,2936,1283,79,0,38,59,2
25-Aug-2020,4327,86,2959,1282,23,1,23,48,1
26-Aug-2020,4387,88,3078,1221,60,2,119,47,1
27-Aug-2020,4433,89,3115,1229,46,1,37,46,1
28-Aug-2020,4461,91,3210,1160,28,2,95,48,1
29-Aug-2020,4510,91,3359,1060,49,0,149,46,1
30-Aug-2020,4561,91,3478,992,51,0,119,48,1
31-Aug-2020,4577,91,3529,957,16,0,51,39,1
1-Sep-2020,4618,94,3562,962,41,3,33,42,1
2-Sep-2020,4668,94,3585,989,50,0,23,40,1
3-Sep-2020,4820,94,3789,937,152,0,204,55,1
4-Sep-2020,4780,94,3844,842,-40,0,55,46,0
5-Sep-2020,4819,94,3903,822,39,0,59,44,0
6-Sep-2020,4853,94,3951,808,34,0,48,42,0
7-Sep-2020,4884,94,4029,761,31,0,78,44,0
8-Sep-2020,4904,96,4059,749,20,2,30,41,0
9-Sep-2020,4936,97,4077,762,32,1,18,38,0
10-Sep-2020,4994,98,4103,793,58,1,26,25,1
11-Sep-2020,5025,98,4165,762,31,0,62,35,1
12-Sep-2020,5050,98,4188,764,25,0,23,33,1
13-Sep-2020,5075,98,4229,748,25,0,41,32,1
14-Sep-2020,5104,101,4374,629,29,3,145,31,1
15-Sep-2020,5128,101,4401,626,24,0,27,32,1
16-Sep-2020,5155,101,4418,636,27,0,17,31,1
17-Sep-2020,5191,103,4439,649,36,2,21,28,1
18-Sep-2020,5215,103,4478,634,24,0,39,27,1
19-Sep-2020,5245,104,4571,570,30,1,93,28,1
20-Sep-2020,5269,104,4624,541,24,0,53,28,1
21-Sep-2020,5282,104,4647,531,13,0,23,25,0
22-Sep-2020,5307,106,4672,529,25,2,25,26,1
23-Sep-2020,5343,108,4693,542,36,2,21,27,1
24-Sep-2020,5375,108,4724,543,32,0,31,26,1
25-Sep-2020,5399,108,4767,524,24,0,43,26,1
26-Sep-2020,5419,108,4802,509,20,0,35,25,1
27-Sep-2020,5431,108,4821,502,12,0,19,23,1
28-Sep-2020,5452,108,4844,500,21,0,23,24,1
29-Sep-2020,5462,108,4859,495,10,0,15,22,0
30-Sep-2020,5482,109,4912,461,20,1,53,20,0
1-Oct-2020,5500,111,5000,389,18,2,88,18,0
2-Oct-2020,5521,111,5061,349,21,0,61,17,0
3-Oct-2020,5530,111,5076,343,9,0,15,16,0
4-Oct-2020,5569,111,5127,331,39,0,51,20,0
5-Oct-2020,5579,112,5141,326,10,1,14,18,1
6-Oct-2020,5598,112,5169,317,19,0,28,19,1
7-Oct-2020,5617,113,5196,308,19,1,27,19,1
8-Oct-2020,5632,113,5231,288,15,0,35,19,0
9-Oct-2020,5644,113,5254,277,12,0,23,18,0
10-Oct-2020,5660,113,5282,265,16,0,28,19,0
11-Oct-2020,5669,113,5310,246,9,0,28,14,0
12-Oct-2020,5683,113,5322,248,14,0,12,15,0
13-Oct-2020,5696,114,5337,245,13,1,15,14,0
14-Oct-2020,5715,114,5347,254,19,0,10,14,0
15-Oct-2020,5733,115,5375,243,18,1,28,14,0
16-Oct-2020,5746,115,5392,239,13,0,17,15,0
17-Oct-2020,5765,115,5392,258,19,0,0,15,0
18-Oct-2020,5780,116,5415,249,15,1,23,16,0
19-Oct-2020,5788,116,5427,245,8,0,12,15,0
20-Oct-2020,5800,116,5437,247,12,0,10,15,0
21-Oct-2020,5805,116,5453,236,5,0,16,13,0
22-Oct-2020,5814,116,5468,230,9,0,15,12,0
23-Oct-2020,5831,116,5485,230,17,0,17,12,0
24-Oct-2020,5847,116,5491,240,16,0,6,12,0
25-Oct-2020,5854,116,5502,236,7,0,11,11,0
26-Oct-2020,5863,116,5511,236,9,0,9,11,0
27-Oct-2020,5875,116,5524,235,12,0,13,11,0
28-Oct-2020,5886,116,5542,228,11,0,18,12,0
29-Oct-2020,5899,117,5542,240,13,1,0,12,0
30-Oct-2020,5909,117,5557,235,10,0,15,11,0
31-Oct-2020,5917,117,5646,154,8,0,89,10,0
1-Nov-2020,5925,117,5652,156,8,0,6,10,0
2-Nov-2020,5929,117,5657,155,4,0,5,9,0
3-Nov-2020,5942,117,5669,156,13,0,12,10,0
4-Nov-2020,5955,117,5686,152,13,0,17,10,0
5-Nov-2020,5967,117,5694,156,12,0,8,10,0
6-Nov-2020,5976,117,5704,155,9,0,10,10,0
7-Nov-2020,5989,117,5719,153,13,0,15,10,0
8-Nov-2020,6003,117,5724,162,14,0,5,11,0
9-Nov-2020,6013,117,5732,164,10,0,8,12,0
10-Nov-2020,6024,117,5737,170,11,0,5,12,0
11-Nov-2020,6044,117,5744,183,20,0,7,13,0
12-Nov-2020,6060,117,5746,197,16,0,2,13,0
13-Nov-2020,6076,118,5756,202,16,1,10,14,0
14-Nov-2020,6093,119,5771,203,17,1,15,15,0
15-Nov-2020,6095,119,5779,197,2,0,8,13,0
16-Nov-2020,6105,119,5790,196,10,0,11,13,0
17-Nov-2020,6124,119,5812,193,19,0,22,14,0
18-Nov-2020,6144,119,5826,199,20,0,14,14,0
19-Nov-2020,6156,119,5831,206,12,0,5,14,0
20-Nov-2020,6185,119,5839,227,29,0,8,16,0
21-Nov-2020,6205,119,5850,236,20,0,11,16,0
22-Nov-2020,6219,120,5858,241,14,1,8,18,0
23-Nov-2020,6233,120,5869,244,14,0,11,18,0
24-Nov-2020,6247,120,5878,249,14,0,9,18,0
25-Nov-2020,6272,120,5901,251,25,0,23,18,0
26-Nov-2020,6329,120,5929,280,57,0,28,25,0
27-Nov-2020,6362,120,5959,283,33,0,30,25,0
28-Nov-2020,6406,121,5987,298,44,1,28,29,0
29-Nov-2020,6410,121,5996,293,4,0,9,27,0
30-Nov-2020,6419,122,6006,291,9,1,10,27,0
1-Dec-2020,6442,122,6017,303,23,0,11,28,0
2-Dec-2020,6455,122,6032,301,13,0,15,26,0
3-Dec-2020,6474,122,6044,308,19,0,12,21,0
4-Dec-2020,6480,122,6066,292,6,0,22,17,0
5-Dec-2020,6495,122,6078,295,15,0,12,13,0
6-Dec-2020,6501,122,6090,289,6,0,12,13,0
7-Dec-2020,6529,123,6094,312,28,1,4,16,0
8-Dec-2020,6563,124,6137,302,34,1,43,17,0
9-Dec-2020,6612,125,6175,312,49,1,38,22,0
10-Dec-2020,6633,126,6221,286,21,1,46,23,1
11-Dec-2020,6685,126,6279,280,52,0,58,29,1
12-Dec-2020,6714,127,6331,256,29,1,52,31,1
13-Dec-2020,6768,127,6379,262,54,0,48,38,1
14-Dec-2020,6825,130,6416,279,57,3,37,42,1
15-Dec-2020,6912,132,6476,304,87,2,60,50,1
16-Dec-2020,7026,135,6531,360,114,3,55,59,1
17-Dec-2020,7093,135,6579,379,67,0,48,66,1
18-Dec-2020,7202,136,6624,442,109,1,45,74,1
19-Dec-2020,7305,137,6662,506,103,1,38,84,1
20-Dec-2020,7427,140,6696,591,122,3,34,94,2
21-Dec-2020,7562,141,6761,660,135,1,65,105,2
22-Dec-2020,7715,142,6821,752,153,1,60,115,1
23-Dec-2020,7868,153,6879,836,153,11,58,120,3
24-Dec-2020,8032,154,6952,926,164,1,73,134,3
25-Dec-2020,8170,154,7016,1000,138,0,64,138,3
26-Dec-2020,8367,163,7016,1188,197,9,0,152,4
27-Dec-2020,8484,165,7016,1303,117,2,0,151,4
28-Dec-2020,8687,167,7026,1494,203,2,10,161,4
29-Dec-2020,8934,175,7048,1711,247,8,22,174,5
30-Dec-2020,9146,184,7062,1900,212,9,14,183,4
31-Dec-2020,9358,205,7073,2080,212,21,11,189,7
1-Jan-2021,9482,216,7073,2193,124,11,0,187,9
2-Jan-2021,9711,227,7096,2388,229,11,23,192,9
